idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Venue,DisplayTime
kbo-2026-2026-08-26-5,2026-08-26 18:30:00,Regular Season,Kiwoom Heroes,,Samsung Lions,,Gocheok Sky Dome,18:30
kbo-2026-2026-08-27-1,2026-08-27 18:30:00,Regular Season,LG Twins,,NC Dinos,,Jamsil,18:30
kbo-2026-2026-08-27-2,2026-08-27 18:30:00,Regular Season,SSG Landers,,Hanwha Eagles,,Munhak,18:30
kbo-2026-2026-08-27-3,2026-08-27 18:30:00,Regular Season,KT Wiz,,Doosan Bears,,Suwon,18:30
kbo-2026-2026-08-27-4,2026-08-27 18:30:00,Regular Season,KIA Tigers,,Lotte Giants,,Gwangju,18:30
kbo-2026-2026-08-27-5,2026-08-27 18:30:00,Regular Season,Kiwoom Heroes,,Samsung Lions,,Gocheok Sky Dome,18:30
kbo-2026-2026-08-28-1,2026-08-28 18:30:00,Regular Season,Doosan Bears,,Kiwoom Heroes,,Jamsil,18:30
kbo-2026-2026-08-28-2,2026-08-28 18:30:00,Regular Season,Lotte Giants,,LG Twins,,Sajik,18:30
kbo-2026-2026-08-28-3,2026-08-28 18:30:00,Regular Season,Samsung Lions,,KT Wiz,,Daegu,18:30
kbo-2026-2026-08-28-4,2026-08-28 18:30:00,Regular Season,KIA Tigers,,SSG Landers,,Gwangju,18:30
kbo-2026-2026-08-28-5,2026-08-28 18:30:00,Regular Season,Hanwha Eagles,,NC Dinos,,Daejeon,18:30
kbo-2026-2026-08-29-1,2026-08-29 18:00:00,Regular Season,Doosan Bears,,Kiwoom Heroes,,Jamsil,18:00
kbo-2026-2026-08-29-2,2026-08-29 18:00:00,Regular Season,Lotte Giants,,LG Twins,,Sajik,18:00
kbo-2026-2026-08-29-3,2026-08-29 18:00:00,Regular Season,Samsung Lions,,KT Wiz,,Daegu,18:00
kbo-2026-2026-08-29-4,2026-08-29 18:00:00,Regular Season,KIA Tigers,,SSG Landers,,Gwangju,18:00
kbo-2026-2026-08-29-5,2026-08-29 18:00:00,Regular Season,Hanwha Eagles,,NC Dinos,,Daejeon,18:00
kbo-2026-2026-08-30-1,2026-08-30 18:00:00,Regular Season,Doosan Bears,,Kiwoom Heroes,,Jamsil,18:00
kbo-2026-2026-08-30-2,2026-08-30 18:00:00,Regular Season,Lotte Giants,,LG Twins,,Sajik,18:00
kbo-2026-2026-08-30-3,2026-08-30 18:00:00,Regular Season,Samsung Lions,,KT Wiz,,Daegu,18:00
kbo-2026-2026-08-30-4,2026-08-30 18:00:00,Regular Season,KIA Tigers,,SSG Landers,,Gwangju,18:00
kbo-2026-2026-08-30-5,2026-08-30 18:00:00,Regular Season,Hanwha Eagles,,NC Dinos,,Daejeon,18:00
kbo-2026-2026-09-01-1,2026-09-01 18:30:00,Regular Season,Doosan Bears,,LG Twins,,Jamsil,18:30
kbo-2026-2026-09-01-2,2026-09-01 18:30:00,Regular Season,Samsung Lions,,Lotte Giants,,Daegu,18:30
kbo-2026-2026-09-01-3,2026-09-01 18:30:00,Regular Season,NC Dinos,,KIA Tigers,,Changwon,18:30
kbo-2026-2026-09-01-4,2026-09-01 18:30:00,Regular Season,KT Wiz,,Hanwha Eagles,,Suwon,18:30
kbo-2026-2026-09-01-5,2026-09-01 18:30:00,Regular Season,Kiwoom Heroes,,SSG Landers,,Gocheok Sky Dome,18:30
kbo-2026-2026-09-02-1,2026-09-02 18:30:00,Regular Season,Doosan Bears,,LG Twins,,Jamsil,18:30
kbo-2026-2026-09-02-2,2026-09-02 18:30:00,Regular Season,Samsung Lions,,Lotte Giants,,Daegu,18:30
kbo-2026-2026-09-02-3,2026-09-02 18:30:00,Regular Season,NC Dinos,,KIA Tigers,,Changwon,18:30
kbo-2026-2026-09-02-4,2026-09-02 18:30:00,Regular Season,KT Wiz,,Hanwha Eagles,,Suwon,18:30
kbo-2026-2026-09-02-5,2026-09-02 18:30:00,Regular Season,Kiwoom Heroes,,SSG Landers,,Gocheok Sky Dome,18:30
kbo-2026-2026-09-03-1,2026-09-03 18:30:00,Regular Season,Doosan Bears,,LG Twins,,Jamsil,18:30
kbo-2026-2026-09-03-2,2026-09-03 18:30:00,Regular Season,Samsung Lions,,Lotte Giants,,Daegu,18:30
kbo-2026-2026-09-03-3,2026-09-03 18:30:00,Regular Season,NC Dinos,,KIA Tigers,,Changwon,18:30
kbo-2026-2026-09-03-4,2026-09-03 18:30:00,Regular Season,KT Wiz,,Hanwha Eagles,,Suwon,18:30
kbo-2026-2026-09-03-5,2026-09-03 18:30:00,Regular Season,Kiwoom Heroes,,SSG Landers,,Gocheok Sky Dome,18:30
kbo-2026-2026-09-04-1,2026-09-04 18:30:00,Regular Season,LG Twins,,Samsung Lions,,Jamsil,18:30
kbo-2026-2026-09-04-2,2026-09-04 18:30:00,Regular Season,SSG Landers,,Doosan Bears,,Munhak,18:30
kbo-2026-2026-09-04-3,2026-09-04 18:30:00,Regular Season,Lotte Giants,,Hanwha Eagles,,Sajik,18:30
kbo-2026-2026-09-04-4,2026-09-04 18:30:00,Regular Season,KIA Tigers,,KT Wiz,,Gwangju,18:30
kbo-2026-2026-09-04-5,2026-09-04 18:30:00,Regular Season,Kiwoom Heroes,,NC Dinos,,Gocheok Sky Dome,18:30
kbo-2026-2026-09-05-1,2026-09-05 17:00:00,Regular Season,LG Twins,,Samsung Lions,,Jamsil,17:00
kbo-2026-2026-09-05-2,2026-09-05 17:00:00,Regular Season,SSG Landers,,Doosan Bears,,Munhak,17:00
kbo-2026-2026-09-05-3,2026-09-05 17:00:00,Regular Season,Lotte Giants,,Hanwha Eagles,,Sajik,17:00
kbo-2026-2026-09-05-4,2026-09-05 17:00:00,Regular Season,KIA Tigers,,KT Wiz,,Gwangju,17:00
kbo-2026-2026-09-05-5,2026-09-05 17:00:00,Regular Season,Kiwoom Heroes,,NC Dinos,,Gocheok Sky Dome,17:00
kbo-2026-2026-09-06-1,2026-09-06 17:00:00,Regular Season,LG Twins,,Samsung Lions,,Jamsil,17:00
kbo-2026-2026-09-06-2,2026-09-06 17:00:00,Regular Season,SSG Landers,,Doosan Bears,,Munhak,17:00
kbo-2026-2026-09-06-3,2026-09-06 17:00:00,Regular Season,Lotte Giants,,Hanwha Eagles,,Sajik,17:00
kbo-2026-2026-09-06-4,2026-09-06 17:00:00,Regular Season,KIA Tigers,,KT Wiz,,Gwangju,17:00
kbo-2026-2026-09-06-5,2026-09-06 17:00:00,Regular Season,Kiwoom Heroes,,NC Dinos,,Gocheok Sky Dome,17:00
