id,gamePk,gameDate,status,awayTeam,awayShort,homeTeam,homeShort,awayScore,homeScore,venue,officialDate,displayTime
mlb-824557,824557,2026-08-24,SCHEDULED,Texas Rangers,TEX,Chicago White Sox,CWS,0,0,Rate Field,2026-08-24T23:40:00Z,2026-08-24T23:40:00Z
mlb-823992,823992,2026-08-24,SCHEDULED,Cleveland Guardians,CLE,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-25T01:38:00Z,2026-08-25T01:38:00Z
mlb-823097,823097,2026-08-24,SCHEDULED,Philadelphia Phillies,PHI,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-08-25T01:40:00Z,2026-08-25T01:40:00Z
mlb-823260,823260,2026-08-24,SCHEDULED,Pittsburgh Pirates,PIT,San Diego Padres,SD,0,0,Petco Park,2026-08-25T01:40:00Z,2026-08-25T01:40:00Z
mlb-824964,824964,2026-08-24,SCHEDULED,Minnesota Twins,MIN,Athletics,ATH,0,0,Sutter Health Park,2026-08-25T01:40:00Z,2026-08-25T01:40:00Z
mlb-825041,825041,2026-08-24,SCHEDULED,Chicago Cubs,CHC,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-08-25T01:40:00Z,2026-08-25T01:40:00Z
mlb-823183,823183,2026-08-24,SCHEDULED,Cincinnati Reds,CIN,San Francisco Giants,SF,0,0,Oracle Park,2026-08-25T01:45:00Z,2026-08-25T01:45:00Z
mlb-823826,823826,2026-08-25,SCHEDULED,Boston Red Sox,BOS,Miami Marlins,MIA,0,0,loanDepot park,2026-08-25T22:40:00Z,2026-08-25T22:40:00Z
mlb-824233,824233,2026-08-25,SCHEDULED,Tampa Bay Rays,TB,Detroit Tigers,DET,0,0,Comerica Park,2026-08-25T22:40:00Z,2026-08-25T22:40:00Z
mlb-822693,822693,2026-08-25,SCHEDULED,Colorado Rockies,COL,Washington Nationals,WSH,0,0,Nationals Park,2026-08-25T22:45:00Z,2026-08-25T22:45:00Z
mlb-823505,823505,2026-08-25,SCHEDULED,Houston Astros,HOU,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-25T23:05:00Z,2026-08-25T23:05:00Z
mlb-822773,822773,2026-08-25,SCHEDULED,Kansas City Royals,KC,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-25T23:07:00Z,2026-08-25T23:07:00Z
mlb-823585,823585,2026-08-25,SCHEDULED,Milwaukee Brewers,MIL,New York Mets,NYM,0,0,Citi Field,2026-08-25T23:10:00Z,2026-08-25T23:10:00Z
mlb-824881,824881,2026-08-25,SCHEDULED,Los Angeles Dodgers,LAD,Atlanta Braves,ATL,0,0,Truist Park,2026-08-25T23:15:00Z,2026-08-25T23:15:00Z
mlb-824556,824556,2026-08-25,SCHEDULED,Texas Rangers,TEX,Chicago White Sox,CWS,0,0,Rate Field,2026-08-25T23:40:00Z,2026-08-25T23:40:00Z
mlb-823016,823016,2026-08-25,SCHEDULED,Baltimore Orioles,BAL,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-25T23:45:00Z,2026-08-25T23:45:00Z
mlb-823989,823989,2026-08-25,SCHEDULED,Cleveland Guardians,CLE,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-26T01:38:00Z,2026-08-26T01:38:00Z
mlb-823098,823098,2026-08-25,SCHEDULED,Philadelphia Phillies,PHI,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-08-26T01:40:00Z,2026-08-26T01:40:00Z
mlb-823259,823259,2026-08-25,SCHEDULED,Pittsburgh Pirates,PIT,San Diego Padres,SD,0,0,Petco Park,2026-08-26T01:40:00Z,2026-08-26T01:40:00Z
mlb-824962,824962,2026-08-25,SCHEDULED,Minnesota Twins,MIN,Athletics,ATH,0,0,Sutter Health Park,2026-08-26T01:40:00Z,2026-08-26T01:40:00Z
mlb-825042,825042,2026-08-25,SCHEDULED,Chicago Cubs,CHC,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-08-26T01:40:00Z,2026-08-26T01:40:00Z
mlb-823181,823181,2026-08-25,SCHEDULED,Cincinnati Reds,CIN,San Francisco Giants,SF,0,0,Oracle Park,2026-08-26T01:45:00Z,2026-08-26T01:45:00Z
mlb-824234,824234,2026-08-26,SCHEDULED,Tampa Bay Rays,TB,Detroit Tigers,DET,0,0,Comerica Park,2026-08-26T17:10:00Z,2026-08-26T17:10:00Z
mlb-825039,825039,2026-08-26,SCHEDULED,Chicago Cubs,CHC,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-08-26T19:40:00Z,2026-08-26T19:40:00Z
mlb-823180,823180,2026-08-26,SCHEDULED,Cincinnati Reds,CIN,San Francisco Giants,SF,0,0,Oracle Park,2026-08-26T19:45:00Z,2026-08-26T19:45:00Z
mlb-823988,823988,2026-08-26,SCHEDULED,Cleveland Guardians,CLE,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-26T20:07:00Z,2026-08-26T20:07:00Z
mlb-823096,823096,2026-08-26,SCHEDULED,Philadelphia Phillies,PHI,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-08-26T20:10:00Z,2026-08-26T20:10:00Z
mlb-823255,823255,2026-08-26,SCHEDULED,Pittsburgh Pirates,PIT,San Diego Padres,SD,0,0,Petco Park,2026-08-26T20:10:00Z,2026-08-26T20:10:00Z
mlb-823825,823825,2026-08-26,SCHEDULED,Boston Red Sox,BOS,Miami Marlins,MIA,0,0,loanDepot park,2026-08-26T22:40:00Z,2026-08-26T22:40:00Z
mlb-822692,822692,2026-08-26,SCHEDULED,Colorado Rockies,COL,Washington Nationals,WSH,0,0,Nationals Park,2026-08-26T22:45:00Z,2026-08-26T22:45:00Z
mlb-823506,823506,2026-08-26,SCHEDULED,Houston Astros,HOU,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-26T23:05:00Z,2026-08-26T23:05:00Z
mlb-822772,822772,2026-08-26,SCHEDULED,Kansas City Royals,KC,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-26T23:07:00Z,2026-08-26T23:07:00Z
mlb-823584,823584,2026-08-26,SCHEDULED,Milwaukee Brewers,MIL,New York Mets,NYM,0,0,Citi Field,2026-08-26T23:10:00Z,2026-08-26T23:10:00Z
mlb-824878,824878,2026-08-26,SCHEDULED,Los Angeles Dodgers,LAD,Atlanta Braves,ATL,0,0,Truist Park,2026-08-26T23:15:00Z,2026-08-26T23:15:00Z
mlb-824555,824555,2026-08-26,SCHEDULED,Texas Rangers,TEX,Chicago White Sox,CWS,0,0,Rate Field,2026-08-26T23:40:00Z,2026-08-26T23:40:00Z
mlb-823015,823015,2026-08-26,SCHEDULED,Baltimore Orioles,BAL,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-26T23:45:00Z,2026-08-26T23:45:00Z
mlb-824963,824963,2026-08-26,SCHEDULED,Minnesota Twins,MIN,Athletics,ATH,0,0,Sutter Health Park,2026-08-27T01:05:00Z,2026-08-27T01:05:00Z
mlb-822694,822694,2026-08-27,SCHEDULED,Colorado Rockies,COL,Washington Nationals,WSH,0,0,Nationals Park,2026-08-27T17:05:00Z,2026-08-27T17:05:00Z
mlb-823014,823014,2026-08-27,SCHEDULED,Baltimore Orioles,BAL,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-27T18:15:00Z,2026-08-27T18:15:00Z
mlb-823503,823503,2026-08-27,SCHEDULED,Houston Astros,HOU,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-27T23:05:00Z,2026-08-27T23:05:00Z
mlb-822771,822771,2026-08-27,SCHEDULED,Kansas City Royals,KC,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-27T23:07:00Z,2026-08-27T23:07:00Z
mlb-823581,823581,2026-08-27,SCHEDULED,Milwaukee Brewers,MIL,New York Mets,NYM,0,0,Citi Field,2026-08-27T23:10:00Z,2026-08-27T23:10:00Z
mlb-824879,824879,2026-08-27,SCHEDULED,Los Angeles Dodgers,LAD,Atlanta Braves,ATL,0,0,Truist Park,2026-08-27T23:15:00Z,2026-08-27T23:15:00Z
mlb-823179,823179,2026-08-27,SCHEDULED,Arizona Diamondbacks,ARI,San Francisco Giants,SF,0,0,Oracle Park,2026-08-28T01:45:00Z,2026-08-28T01:45:00Z
mlb-824638,824638,2026-08-28,SCHEDULED,Cincinnati Reds,CIN,Chicago Cubs,CHC,0,0,Wrigley Field,2026-08-28T18:20:00Z,2026-08-28T18:20:00Z
mlb-824231,824231,2026-08-28,SCHEDULED,Los Angeles Dodgers,LAD,Detroit Tigers,DET,0,0,Comerica Park,2026-08-28T22:40:00Z,2026-08-28T22:40:00Z
mlb-822691,822691,2026-08-28,SCHEDULED,Miami Marlins,MIA,Washington Nationals,WSH,0,0,Nationals Park,2026-08-28T22:45:00Z,2026-08-28T22:45:00Z
mlb-823504,823504,2026-08-28,SCHEDULED,Boston Red Sox,BOS,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-28T23:05:00Z,2026-08-28T23:05:00Z
mlb-822769,822769,2026-08-28,SCHEDULED,Seattle Mariners,SEA,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-28T23:07:00Z,2026-08-28T23:07:00Z
mlb-822935,822935,2026-08-28,SCHEDULED,San Diego Padres,SD,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-08-28T23:10:00Z,2026-08-28T23:10:00Z
mlb-823583,823583,2026-08-28,SCHEDULED,Houston Astros,HOU,New York Mets,NYM,0,0,Citi Field,2026-08-28T23:10:00Z,2026-08-28T23:10:00Z
mlb-824396,824396,2026-08-28,SCHEDULED,Kansas City Royals,KC,Cleveland Guardians,CLE,0,0,Progressive Field,2026-08-28T23:10:00Z,2026-08-28T23:10:00Z
mlb-824877,824877,2026-08-28,SCHEDULED,Colorado Rockies,COL,Atlanta Braves,ATL,0,0,Truist Park,2026-08-28T23:15:00Z,2026-08-28T23:15:00Z
mlb-823744,823744,2026-08-28,SCHEDULED,Texas Rangers,TEX,Milwaukee Brewers,MIL,0,0,American Family Field,2026-08-28T23:40:00Z,2026-08-28T23:40:00Z
mlb-823666,823666,2026-08-28,SCHEDULED,Chicago White Sox,CWS,Minnesota Twins,MIN,0,0,Target Field,2026-08-29T00:10:00Z,2026-08-29T00:10:00Z
mlb-823013,823013,2026-08-28,SCHEDULED,Pittsburgh Pirates,PIT,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-29T00:15:00Z,2026-08-29T00:15:00Z
mlb-823985,823985,2026-08-28,SCHEDULED,Philadelphia Phillies,PHI,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-29T01:38:00Z,2026-08-29T01:38:00Z
mlb-824960,824960,2026-08-28,SCHEDULED,Baltimore Orioles,BAL,Athletics,ATH,0,0,Sutter Health Park,2026-08-29T01:40:00Z,2026-08-29T01:40:00Z
mlb-823178,823178,2026-08-28,SCHEDULED,Arizona Diamondbacks,ARI,San Francisco Giants,SF,0,0,Oracle Park,2026-08-29T02:15:00Z,2026-08-29T02:15:00Z
mlb-824230,824230,2026-08-29,SCHEDULED,Los Angeles Dodgers,LAD,Detroit Tigers,DET,0,0,Comerica Park,2026-08-29T17:10:00Z,2026-08-29T17:10:00Z
mlb-823665,823665,2026-08-29,SCHEDULED,Chicago White Sox,CWS,Minnesota Twins,MIN,0,0,Target Field,2026-08-29T18:10:00Z,2026-08-29T18:10:00Z
mlb-823011,823011,2026-08-29,SCHEDULED,Pittsburgh Pirates,PIT,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-29T18:15:00Z,2026-08-29T18:15:00Z
mlb-824637,824637,2026-08-29,SCHEDULED,Cincinnati Reds,CIN,Chicago Cubs,CHC,0,0,Wrigley Field,2026-08-29T18:20:00Z,2026-08-29T18:20:00Z
mlb-822770,822770,2026-08-29,SCHEDULED,Seattle Mariners,SEA,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-29T19:07:00Z,2026-08-29T19:07:00Z
mlb-822690,822690,2026-08-29,SCHEDULED,Miami Marlins,MIA,Washington Nationals,WSH,0,0,Nationals Park,2026-08-29T20:05:00Z,2026-08-29T20:05:00Z
mlb-822936,822936,2026-08-29,SCHEDULED,San Diego Padres,SD,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-08-29T20:10:00Z,2026-08-29T20:10:00Z
mlb-823582,823582,2026-08-29,SCHEDULED,Houston Astros,HOU,New York Mets,NYM,0,0,Citi Field,2026-08-29T20:10:00Z,2026-08-29T20:10:00Z
mlb-824392,824392,2026-08-29,SCHEDULED,Kansas City Royals,KC,Cleveland Guardians,CLE,0,0,Progressive Field,2026-08-29T20:10:00Z,2026-08-29T20:10:00Z
mlb-824874,824874,2026-08-29,SCHEDULED,Colorado Rockies,COL,Atlanta Braves,ATL,0,0,Truist Park,2026-08-29T20:10:00Z,2026-08-29T20:10:00Z
mlb-823501,823501,2026-08-29,SCHEDULED,Boston Red Sox,BOS,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-29T23:15:00Z,2026-08-29T23:15:00Z
mlb-823741,823741,2026-08-29,SCHEDULED,Texas Rangers,TEX,Milwaukee Brewers,MIL,0,0,American Family Field,2026-08-29T23:15:00Z,2026-08-29T23:15:00Z
mlb-823176,823176,2026-08-29,SCHEDULED,Arizona Diamondbacks,ARI,San Francisco Giants,SF,0,0,Oracle Park,2026-08-30T02:05:00Z,2026-08-30T02:05:00Z
mlb-824961,824961,2026-08-29,SCHEDULED,Baltimore Orioles,BAL,Athletics,ATH,0,0,Sutter Health Park,2026-08-30T02:05:00Z,2026-08-30T02:05:00Z
mlb-823986,823986,2026-08-29,SCHEDULED,Philadelphia Phillies,PHI,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-30T02:07:00Z,2026-08-30T02:07:00Z
mlb-822688,822688,2026-08-30,SCHEDULED,Miami Marlins,MIA,Washington Nationals,WSH,0,0,Nationals Park,2026-08-30T16:15:00Z,2026-08-30T16:15:00Z
mlb-823502,823502,2026-08-30,SCHEDULED,Boston Red Sox,BOS,New York Yankees,NYY,0,0,Yankee Stadium,2026-08-30T17:35:00Z,2026-08-30T17:35:00Z
mlb-824876,824876,2026-08-30,SCHEDULED,Colorado Rockies,COL,Atlanta Braves,ATL,0,0,Truist Park,2026-08-30T17:35:00Z,2026-08-30T17:35:00Z
mlb-822766,822766,2026-08-30,SCHEDULED,Seattle Mariners,SEA,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-08-30T17:37:00Z,2026-08-30T17:37:00Z
mlb-822933,822933,2026-08-30,SCHEDULED,San Diego Padres,SD,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-08-30T17:40:00Z,2026-08-30T17:40:00Z
mlb-824232,824232,2026-08-30,SCHEDULED,Los Angeles Dodgers,LAD,Detroit Tigers,DET,0,0,Comerica Park,2026-08-30T17:40:00Z,2026-08-30T17:40:00Z
mlb-824393,824393,2026-08-30,SCHEDULED,Kansas City Royals,KC,Cleveland Guardians,CLE,0,0,Progressive Field,2026-08-30T17:40:00Z,2026-08-30T17:40:00Z
mlb-823662,823662,2026-08-30,SCHEDULED,Chicago White Sox,CWS,Minnesota Twins,MIN,0,0,Target Field,2026-08-30T18:10:00Z,2026-08-30T18:10:00Z
mlb-823740,823740,2026-08-30,SCHEDULED,Texas Rangers,TEX,Milwaukee Brewers,MIL,0,0,American Family Field,2026-08-30T18:10:00Z,2026-08-30T18:10:00Z
mlb-823010,823010,2026-08-30,SCHEDULED,Pittsburgh Pirates,PIT,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-08-30T18:15:00Z,2026-08-30T18:15:00Z
mlb-824636,824636,2026-08-30,SCHEDULED,Cincinnati Reds,CIN,Chicago Cubs,CHC,0,0,Wrigley Field,2026-08-30T19:10:00Z,2026-08-30T19:10:00Z
mlb-823177,823177,2026-08-30,SCHEDULED,Arizona Diamondbacks,ARI,San Francisco Giants,SF,0,0,Oracle Park,2026-08-30T20:05:00Z,2026-08-30T20:05:00Z
mlb-824959,824959,2026-08-30,SCHEDULED,Baltimore Orioles,BAL,Athletics,ATH,0,0,Sutter Health Park,2026-08-30T20:05:00Z,2026-08-30T20:05:00Z
mlb-823987,823987,2026-08-30,SCHEDULED,Philadelphia Phillies,PHI,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-08-30T20:07:00Z,2026-08-30T20:07:00Z
mlb-823580,823580,2026-08-30,SCHEDULED,Houston Astros,HOU,New York Mets,NYM,0,0,Citi Field,2026-08-30T23:20:00Z,2026-08-30T23:20:00Z
mlb-822932,822932,2026-08-31,SCHEDULED,New York Mets,NYM,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-08-31T22:40:00Z,2026-08-31T22:40:00Z
mlb-824473,824473,2026-08-31,SCHEDULED,San Diego Padres,SD,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-08-31T22:40:00Z,2026-08-31T22:40:00Z
mlb-822689,822689,2026-08-31,SCHEDULED,Miami Marlins,MIA,Washington Nationals,WSH,0,0,Nationals Park,2026-08-31T22:45:00Z,2026-08-31T22:45:00Z
mlb-824719,824719,2026-08-31,SCHEDULED,Seattle Mariners,SEA,Boston Red Sox,BOS,0,0,Fenway Park,2026-08-31T22:45:00Z,2026-08-31T22:45:00Z
mlb-823663,823663,2026-08-31,SCHEDULED,Detroit Tigers,DET,Minnesota Twins,MIN,0,0,Target Field,2026-08-31T23:40:00Z,2026-08-31T23:40:00Z
mlb-824635,824635,2026-08-31,SCHEDULED,Milwaukee Brewers,MIL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-08-31T23:40:00Z,2026-08-31T23:40:00Z
mlb-822855,822855,2026-08-31,SCHEDULED,Athletics,ATH,Texas Rangers,TEX,0,0,Globe Life Field,2026-09-01T00:05:00Z,2026-09-01T00:05:00Z
mlb-824149,824149,2026-08-31,SCHEDULED,Chicago White Sox,CWS,Houston Astros,HOU,0,0,Daikin Park,2026-09-01T00:10:00Z,2026-09-01T00:10:00Z
mlb-824314,824314,2026-08-31,SCHEDULED,Baltimore Orioles,BAL,Colorado Rockies,COL,0,0,Coors Field,2026-09-01T00:40:00Z,2026-09-01T00:40:00Z
mlb-823982,823982,2026-08-31,SCHEDULED,New York Yankees,NYY,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-09-01T01:38:00Z,2026-09-01T01:38:00Z
mlb-825040,825040,2026-08-31,SCHEDULED,Philadelphia Phillies,PHI,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-09-01T01:40:00Z,2026-09-01T01:40:00Z
mlb-822929,822929,2026-09-01,SCHEDULED,New York Mets,NYM,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-09-01T22:40:00Z,2026-09-01T22:40:00Z
mlb-823340,823340,2026-09-01,SCHEDULED,San Francisco Giants,SF,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-09-01T22:40:00Z,2026-09-01T22:40:00Z
mlb-824391,824391,2026-09-01,SCHEDULED,Toronto Blue Jays,TOR,Cleveland Guardians,CLE,0,0,Progressive Field,2026-09-01T22:40:00Z,2026-09-01T22:40:00Z
mlb-824472,824472,2026-09-01,SCHEDULED,San Diego Padres,SD,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-09-01T22:40:00Z,2026-09-01T22:40:00Z
mlb-822687,822687,2026-09-01,SCHEDULED,Atlanta Braves,ATL,Washington Nationals,WSH,0,0,Nationals Park,2026-09-01T22:45:00Z,2026-09-01T22:45:00Z
mlb-824716,824716,2026-09-01,SCHEDULED,Seattle Mariners,SEA,Boston Red Sox,BOS,0,0,Fenway Park,2026-09-01T22:45:00Z,2026-09-01T22:45:00Z
mlb-823661,823661,2026-09-01,SCHEDULED,Detroit Tigers,DET,Minnesota Twins,MIN,0,0,Target Field,2026-09-01T23:40:00Z,2026-09-01T23:40:00Z
mlb-824070,824070,2026-09-01,SCHEDULED,Miami Marlins,MIA,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-09-01T23:40:00Z,2026-09-01T23:40:00Z
mlb-824633,824633,2026-09-01,SCHEDULED,Milwaukee Brewers,MIL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-09-01T23:40:00Z,2026-09-01T23:40:00Z
mlb-822854,822854,2026-09-01,SCHEDULED,Athletics,ATH,Texas Rangers,TEX,0,0,Globe Life Field,2026-09-02T00:05:00Z,2026-09-02T00:05:00Z
mlb-824148,824148,2026-09-01,SCHEDULED,Chicago White Sox,CWS,Houston Astros,HOU,0,0,Daikin Park,2026-09-02T00:10:00Z,2026-09-02T00:10:00Z
mlb-824313,824313,2026-09-01,SCHEDULED,Baltimore Orioles,BAL,Colorado Rockies,COL,0,0,Coors Field,2026-09-02T00:40:00Z,2026-09-02T00:40:00Z
mlb-823984,823984,2026-09-01,SCHEDULED,New York Yankees,NYY,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-09-02T01:38:00Z,2026-09-02T01:38:00Z
mlb-825038,825038,2026-09-01,SCHEDULED,Philadelphia Phillies,PHI,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-09-02T01:40:00Z,2026-09-02T01:40:00Z
mlb-823908,823908,2026-09-01,SCHEDULED,St. Louis Cardinals,STL,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-09-02T02:10:00Z,2026-09-02T02:10:00Z
mlb-824470,824470,2026-09-02,SCHEDULED,San Diego Padres,SD,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-09-02T16:40:00Z,2026-09-02T16:40:00Z
mlb-822686,822686,2026-09-02,SCHEDULED,Atlanta Braves,ATL,Washington Nationals,WSH,0,0,Nationals Park,2026-09-02T17:05:00Z,2026-09-02T17:05:00Z
mlb-822851,822851,2026-09-02,SCHEDULED,Athletics,ATH,Texas Rangers,TEX,0,0,Globe Life Field,2026-09-02T18:35:00Z,2026-09-02T18:35:00Z
mlb-824312,824312,2026-09-02,SCHEDULED,Baltimore Orioles,BAL,Colorado Rockies,COL,0,0,Coors Field,2026-09-02T19:10:00Z,2026-09-02T19:10:00Z
mlb-825037,825037,2026-09-02,SCHEDULED,Philadelphia Phillies,PHI,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-09-02T19:40:00Z,2026-09-02T19:40:00Z
mlb-824717,824717,2026-09-02,SCHEDULED,Seattle Mariners,SEA,Boston Red Sox,BOS,0,0,Fenway Park,2026-09-02T20:10:00Z,2026-09-02T20:10:00Z
mlb-822931,822931,2026-09-02,SCHEDULED,New York Mets,NYM,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-09-02T22:40:00Z,2026-09-02T22:40:00Z
mlb-823339,823339,2026-09-02,SCHEDULED,San Francisco Giants,SF,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-09-02T22:40:00Z,2026-09-02T22:40:00Z
mlb-824390,824390,2026-09-02,SCHEDULED,Toronto Blue Jays,TOR,Cleveland Guardians,CLE,0,0,Progressive Field,2026-09-02T22:40:00Z,2026-09-02T22:40:00Z
mlb-823660,823660,2026-09-02,SCHEDULED,Detroit Tigers,DET,Minnesota Twins,MIN,0,0,Target Field,2026-09-02T23:40:00Z,2026-09-02T23:40:00Z
mlb-824068,824068,2026-09-02,SCHEDULED,Miami Marlins,MIA,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-09-02T23:40:00Z,2026-09-02T23:40:00Z
mlb-824634,824634,2026-09-02,SCHEDULED,Milwaukee Brewers,MIL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-09-02T23:40:00Z,2026-09-02T23:40:00Z
mlb-824147,824147,2026-09-02,SCHEDULED,Chicago White Sox,CWS,Houston Astros,HOU,0,0,Daikin Park,2026-09-03T00:10:00Z,2026-09-03T00:10:00Z
mlb-823983,823983,2026-09-02,SCHEDULED,New York Yankees,NYY,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-09-03T01:38:00Z,2026-09-03T01:38:00Z
mlb-823906,823906,2026-09-02,SCHEDULED,St. Louis Cardinals,STL,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-09-03T02:10:00Z,2026-09-03T02:10:00Z
mlb-823337,823337,2026-09-03,SCHEDULED,San Francisco Giants,SF,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-09-03T16:35:00Z,2026-09-03T16:35:00Z
mlb-824388,824388,2026-09-03,SCHEDULED,Toronto Blue Jays,TOR,Cleveland Guardians,CLE,0,0,Progressive Field,2026-09-03T17:10:00Z,2026-09-03T17:10:00Z
mlb-824144,824144,2026-09-03,SCHEDULED,Chicago White Sox,CWS,Houston Astros,HOU,0,0,Daikin Park,2026-09-03T18:10:00Z,2026-09-03T18:10:00Z
mlb-824796,824796,2026-09-03,SCHEDULED,Boston Red Sox,BOS,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-09-03T22:35:00Z,2026-09-03T22:35:00Z
mlb-824069,824069,2026-09-03,SCHEDULED,Miami Marlins,MIA,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-09-03T23:40:00Z,2026-09-03T23:40:00Z
mlb-824632,824632,2026-09-03,SCHEDULED,Milwaukee Brewers,MIL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-09-03T23:40:00Z,2026-09-03T23:40:00Z
mlb-822853,822853,2026-09-03,SCHEDULED,Tampa Bay Rays,TB,Texas Rangers,TEX,0,0,Globe Life Field,2026-09-04T00:05:00Z,2026-09-04T00:05:00Z
mlb-823095,823095,2026-09-03,SCHEDULED,Athletics,ATH,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-09-04T01:40:00Z,2026-09-04T01:40:00Z
mlb-823907,823907,2026-09-03,SCHEDULED,St. Louis Cardinals,STL,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-09-04T02:10:00Z,2026-09-04T02:10:00Z
mlb-824471,824471,2026-09-04,SCHEDULED,Milwaukee Brewers,MIL,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-09-04T22:10:00Z,2026-09-04T22:10:00Z
mlb-823338,823338,2026-09-04,SCHEDULED,Los Angeles Angels,LAA,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-09-04T22:40:00Z,2026-09-04T22:40:00Z
mlb-823418,823418,2026-09-04,SCHEDULED,Atlanta Braves,ATL,Philadelphia Phillies,PHI,0,0,Citizens Bank Park,2026-09-04T22:40:00Z,2026-09-04T22:40:00Z
mlb-824797,824797,2026-09-04,SCHEDULED,Boston Red Sox,BOS,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-09-04T23:05:00Z,2026-09-04T23:05:00Z
mlb-823579,823579,2026-09-04,SCHEDULED,San Francisco Giants,SF,New York Mets,NYM,0,0,Citi Field,2026-09-04T23:10:00Z,2026-09-04T23:10:00Z
mlb-823824,823824,2026-09-04,SCHEDULED,Chicago Cubs,CHC,Miami Marlins,MIA,0,0,loanDepot park,2026-09-04T23:10:00Z,2026-09-04T23:10:00Z
mlb-824387,824387,2026-09-04,SCHEDULED,Detroit Tigers,DET,Cleveland Guardians,CLE,0,0,Progressive Field,2026-09-04T23:10:00Z,2026-09-04T23:10:00Z
mlb-824554,824554,2026-09-04,SCHEDULED,Minnesota Twins,MIN,Chicago White Sox,CWS,0,0,Rate Field,2026-09-04T23:40:00Z,2026-09-04T23:40:00Z
mlb-822852,822852,2026-09-04,SCHEDULED,Tampa Bay Rays,TB,Texas Rangers,TEX,0,0,Globe Life Field,2026-09-05T00:05:00Z,2026-09-05T00:05:00Z
mlb-824067,824067,2026-09-04,SCHEDULED,Toronto Blue Jays,TOR,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-09-05T00:10:00Z,2026-09-05T00:10:00Z
mlb-824146,824146,2026-09-04,SCHEDULED,Arizona Diamondbacks,ARI,Houston Astros,HOU,0,0,Daikin Park,2026-09-05T00:10:00Z,2026-09-05T00:10:00Z
