idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2391178,2026-07-21 09:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391179,2026-07-22 09:00:00,Round 0,Chiba Lotte Marines,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/q038mx1648817663.jpg
2391180,2026-07-22 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391181,2026-07-22 09:00:00,Round 0,Hanshin Tigers,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/ya61li1648817478.jpg
2391182,2026-07-22 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
2391183,2026-07-22 09:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391184,2026-07-22 09:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391185,2026-07-23 09:00:00,Round 0,Chiba Lotte Marines,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/q038mx1648817663.jpg
2391186,2026-07-23 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391187,2026-07-23 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
2391188,2026-07-24 09:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391189,2026-07-24 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391190,2026-07-24 09:00:00,Round 0,Hanshin Tigers,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/h86fqk1648817525.jpg
2391191,2026-07-24 09:00:00,Round 0,Orix Buffaloes,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/90g0v81648817684.jpg
2391192,2026-07-24 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391193,2026-07-25 05:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391195,2026-07-25 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2391196,2026-07-25 05:00:00,Round 0,Orix Buffaloes,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/90g0v81648817684.jpg
2391194,2026-07-25 09:00:00,Round 0,Hanshin Tigers,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/h86fqk1648817525.jpg
2391197,2026-07-25 09:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391198,2026-07-25 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391201,2026-07-26 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2391202,2026-07-26 04:00:00,Round 0,Orix Buffaloes,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/90g0v81648817684.jpg
2391204,2026-07-26 04:30:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391200,2026-07-26 08:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391199,2026-07-26 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391203,2026-07-26 09:00:00,Round 0,Hanshin Tigers,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/h86fqk1648817525.jpg
2391205,2026-07-31 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391206,2026-07-31 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/qfp7h41648817689.jpg
2391207,2026-07-31 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/zpjfsv1648817679.jpg
2391208,2026-07-31 09:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391209,2026-07-31 09:00:00,Round 0,Tokyo Yakult Swallows,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/iko8b21648817502.jpg
2391210,2026-07-31 09:00:00,Round 0,Yomiuri Giants,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/7op0zn1648817502.jpg
2391215,2026-08-01 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/qfp7h41648817689.jpg
2391214,2026-08-01 08:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391211,2026-08-01 09:00:00,Round 0,Yomiuri Giants,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/7op0zn1648817502.jpg
2391212,2026-08-01 09:00:00,Round 0,Tokyo Yakult Swallows,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/iko8b21648817502.jpg
2391213,2026-08-01 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/zpjfsv1648817679.jpg
2391216,2026-08-01 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391218,2026-08-02 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/qfp7h41648817689.jpg
2391222,2026-08-02 05:00:00,Round 0,Yomiuri Giants,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/7op0zn1648817502.jpg
2391219,2026-08-02 07:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/zpjfsv1648817679.jpg
2391220,2026-08-02 08:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391217,2026-08-02 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391221,2026-08-02 09:00:00,Round 0,Tokyo Yakult Swallows,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/iko8b21648817502.jpg
2391223,2026-08-03 09:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391225,2026-08-04 08:45:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391224,2026-08-04 09:00:00,Round 0,Hiroshima Toyo Carp,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/lrzyma1648817494.jpg
2391226,2026-08-04 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2391227,2026-08-04 09:00:00,Round 0,Chiba Lotte Marines,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/wvjfsh1648817678.jpg
2391228,2026-08-04 09:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391234,2026-08-05 08:45:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391229,2026-08-05 09:00:00,Round 0,Chiba Lotte Marines,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/wvjfsh1648817678.jpg
2391230,2026-08-05 09:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391231,2026-08-05 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2391232,2026-08-05 09:00:00,Round 0,Hiroshima Toyo Carp,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/lrzyma1648817494.jpg
2391233,2026-08-05 09:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391236,2026-08-06 08:45:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391235,2026-08-06 09:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391237,2026-08-06 09:00:00,Round 0,Hiroshima Toyo Carp,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/lrzyma1648817494.jpg
2391238,2026-08-06 09:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391239,2026-08-06 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2391240,2026-08-07 09:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391241,2026-08-07 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391242,2026-08-07 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2391243,2026-08-07 09:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391244,2026-08-07 09:00:00,Round 0,Yokohama DeNA BayStars,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/ljo7421648817506.jpg
2391245,2026-08-07 09:00:00,Round 0,Yomiuri Giants,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/53kwrd1648817499.jpg
2391247,2026-08-08 06:00:00,Round 0,Yomiuri Giants,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/53kwrd1648817499.jpg
2391251,2026-08-08 06:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2391246,2026-08-08 09:00:00,Round 0,Yokohama DeNA BayStars,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/ljo7421648817506.jpg
2391248,2026-08-08 09:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391249,2026-08-08 09:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391250,2026-08-08 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391254,2026-08-09 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2391257,2026-08-09 05:00:00,Round 0,Yomiuri Giants,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/53kwrd1648817499.jpg
2391252,2026-08-09 08:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391255,2026-08-09 08:00:00,Round 0,Saitama Seibu Lions,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/ik38gv1648817688.jpg
2391253,2026-08-09 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391256,2026-08-09 09:00:00,Round 0,Yokohama DeNA BayStars,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/ljo7421648817506.jpg
2391258,2026-08-11 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391260,2026-08-11 05:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391261,2026-08-11 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391263,2026-08-11 05:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391259,2026-08-11 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391262,2026-08-11 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391264,2026-08-12 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391265,2026-08-12 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391266,2026-08-12 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391267,2026-08-12 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391268,2026-08-12 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391269,2026-08-12 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391270,2026-08-13 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391271,2026-08-13 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391272,2026-08-13 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391273,2026-08-13 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391274,2026-08-13 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391275,2026-08-13 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391276,2026-08-14 09:00:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391277,2026-08-14 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391278,2026-08-14 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391279,2026-08-14 09:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391280,2026-08-14 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391281,2026-08-14 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391285,2026-08-15 05:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391286,2026-08-15 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391287,2026-08-15 05:00:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391282,2026-08-15 08:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391283,2026-08-15 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391284,2026-08-15 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391289,2026-08-16 04:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391291,2026-08-16 04:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391288,2026-08-16 04:30:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391292,2026-08-16 08:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391290,2026-08-16 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391293,2026-08-16 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391297,2026-08-18 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391296,2026-08-18 08:45:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391294,2026-08-18 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2391295,2026-08-18 09:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391298,2026-08-18 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391299,2026-08-18 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391302,2026-08-19 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391305,2026-08-19 08:45:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391300,2026-08-19 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391301,2026-08-19 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391303,2026-08-19 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2391304,2026-08-19 09:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391309,2026-08-20 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391308,2026-08-20 08:45:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391306,2026-08-20 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2391307,2026-08-20 09:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2391310,2026-08-20 09:00:00,Round 0,Hiroshima Toyo Carp,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/wy09dg1648817499.jpg
2391311,2026-08-20 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391312,2026-08-21 09:00:00,Round 0,Chiba Lotte Marines,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/kw8ly01648817678.jpg
2391313,2026-08-21 09:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391314,2026-08-21 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391315,2026-08-21 09:00:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391316,2026-08-21 09:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391318,2026-08-22 05:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391319,2026-08-22 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391322,2026-08-22 05:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391317,2026-08-22 09:00:00,Round 0,Chiba Lotte Marines,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/kw8ly01648817678.jpg
2391320,2026-08-22 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391321,2026-08-22 09:00:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391326,2026-08-23 04:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391327,2026-08-23 04:30:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2391323,2026-08-23 05:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391325,2026-08-23 07:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391328,2026-08-23 08:00:00,Round 0,Chiba Lotte Marines,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/kw8ly01648817678.jpg
2391324,2026-08-23 09:00:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391329,2026-08-25 09:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391330,2026-08-25 09:00:00,Round 0,Chunichi Dragons,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/auzwfd1648817501.jpg
2391331,2026-08-25 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2391332,2026-08-25 09:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391333,2026-08-25 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
